id,app_name,package_name,date_of_analysis,developer,category,number_of_downloads,data_safety_link,privacy_policy_link
443,Pixiz - Photo montage & Collag,com.pixiz.app,15-09-2023,Pixiz,Photography,1M+,https://play.google.com/store/apps/datasafety?id=com.pixiz.app,http://www.pixiz.com/app-privacy
444,Photo Sherlock Search by photo,hippeis.com.photochecker,15-09-2023,appsmotor AI,Photography,5M+,https://play.google.com/store/apps/datasafety?id=hippeis.com.photochecker,https://s3.eu-central-1.amazonaws.com/photo-sherlock/privacy_policy.html
445,Camera iphone 14 Pro - iOS 15,com.konashone.selfie_camera_beauty_edit_plus,15-09-2023,KonashOne@gmail.com,Photography,500+,https://play.google.com/store/apps/datasafety?id=com.konashone.selfie_camera_beauty_edit_plus,https://konashone.blogspot.com/2022/10/privacy-policy.html
446,photoDrive for Google Drive,com.smilieideas.photodrive,15-09-2023,Smilie Ideas,Photography,100+,https://play.google.com/store/apps/datasafety?id=com.smilieideas.photodrive,http://photogallerytv.com/Drive/dprivacy.html
447,Santa Claus Suit Photo Editor,com.amosstudio.christmas.santa.suit.photoeditor,15-09-2023,AmosStudio,Photography,100+,https://play.google.com/store/apps/datasafety?id=com.amosstudio.christmas.santa.suit.photoeditor,https://sites.google.com/view/amosstudiopriv
448,Book Photo Frames,com.appboxitsol.bookphotoframes,15-09-2023,App Box pvt ltd,Photography,1K+,https://play.google.com/store/apps/datasafety?id=com.appboxitsol.bookphotoframes,https://appbites.in/privacy_policy.html
449,DP Photo Effects Photo Editor,com.photo.editing.pic.collage.maker,15-09-2023,Xilli Apps,Photography,10K+,https://play.google.com/store/apps/datasafety?id=com.photo.editing.pic.collage.maker,http://www.xilliapps.com/privacy-policy.html
450,Pixelup - AI Photo Enhancer,com.codeway.pixelup,15-09-2023,Codeway Dijital,Photography,5M+,https://play.google.com/store/apps/datasafety?id=com.codeway.pixelup,https://storage.googleapis.com/codeway.co/pixelup.co/privacy.html
451,سكناتك‎,com.sknatkforever.mxasd,15-09-2023,mxasd,Photography,1K+,https://play.google.com/store/apps/datasafety?id=com.sknatkforever.mxasd,https://175780.hostmypolicy.com/
452,Gold teeth Photo Editor,com.amosstudio.gold.teeth.photoeditor,15-09-2023,AmosStudio,Photography,1K+,https://play.google.com/store/apps/datasafety?id=com.amosstudio.gold.teeth.photoeditor,https://sites.google.com/view/amosstudiopriv
453,Flip Image - Mirror Image,com.rectfy.flip,15-09-2023,Rectfy,Photography,1M+,https://play.google.com/store/apps/datasafety?id=com.rectfy.flip,https://rectfy.com/privacy-policy.html
454,Piercing & Tattoo Photo Editor,com.bidastudio.piercing.tattoo.photoeditor,15-09-2023,BidaStudio,Photography,100+,https://play.google.com/store/apps/datasafety?id=com.bidastudio.piercing.tattoo.photoeditor,https://sites.google.com/view/bidastudiopriv
455,Panasonic Image App,com.panasonic.avc.cng.imageapp,15-09-2023,Panasonic Holdings Corporation,Photography,5M+,https://play.google.com/store/apps/datasafety?id=com.panasonic.avc.cng.imageapp,https://av.jpn.support.panasonic.com/support/app/privacy/im/imageapp/PrivacyPolicy_en.html
456,Blur Image,com.inglesdivino.blurimage,15-09-2023,Inglesdivino,Photography,5M+,https://play.google.com/store/apps/datasafety?id=com.inglesdivino.blurimage,https://www.inglesdivino.com/policies/blur_image.php
457,Auto blur: blur background,com.judi.autoblur,15-09-2023,Judi Studio,Photography,10M+,https://play.google.com/store/apps/datasafety?id=com.judi.autoblur,https://sites.google.com/view/color-dial-private-policy/home
458,Tattoo my Photo - Tattoo Maker,com.tattoomyphoto.tattoome.faketattoo,15-09-2023,Bawa,Photography,1K+,https://play.google.com/store/apps/datasafety?id=com.tattoomyphoto.tattoome.faketattoo,https://ikhani.blogspot.com/p/tattoo-maker-privacy-policy.html
460,Creative Typography Design,com.a_superlab.typingdesigner,15-09-2023,A-SuperLab,Photography,1M+,https://play.google.com/store/apps/datasafety?id=com.a_superlab.typingdesigner,http://www.a-superlab.com/AndroidApps/privacypolicy.html
461,Darkify Wallpaper HD - 4K 2023,com.rasmodev.darkifyapp,15-09-2023,Rasmodev,Photography,1K+,https://play.google.com/store/apps/datasafety?id=com.rasmodev.darkifyapp,https://sites.google.com/view/rasmodev-privacy-policy/home
462,Beach Photo Frames,com.appbench.beachphotoframes,15-09-2023,App Bench,Photography,1K+,https://play.google.com/store/apps/datasafety?id=com.appbench.beachphotoframes,https://www.appbench.in/privacy_policy.html
463,April - Camera360 cute Layout ,us.pinguo.april_collage,15-09-2023,PINGUO TECHNOLOGY HK CO LIMITED,Photography,1M+,https://play.google.com/store/apps/datasafety?id=us.pinguo.april_collage,http://www.camera360.com/privacy_april_en.html
464,Halloween Makeup Photo Editor,com.amosstudio.halloween.makeup.photoeditor,15-09-2023,AmosStudio,Photography,100+,https://play.google.com/store/apps/datasafety?id=com.amosstudio.halloween.makeup.photoeditor,https://sites.google.com/view/amosstudiopriv
465,Royal Crown Photo Editor,com.bidastudio.royal.crown.photoeditor,15-09-2023,BidaStudio,Photography,1K+,https://play.google.com/store/apps/datasafety?id=com.bidastudio.royal.crown.photoeditor,https://sites.google.com/view/bidastudiopriv
466,Photo & Picture Resizer,com.simplemobilephotoresizer,15-09-2023,Farluner Apps & Games,Photography,10M+,https://play.google.com/store/apps/datasafety?id=com.simplemobilephotoresizer,http://www.simpleimageresizer.com/photo-picture-resizer-privacy
467,Animated Photo Widget,com.hikaru.photowidgetad,15-09-2023,Hikaru Inc.,Photography,1M+,https://play.google.com/store/apps/datasafety?id=com.hikaru.photowidgetad,https://krystalli.github.io/photowidget/privacy.html
468,Birthday Photo Frame Editor,com.appoftools.birthdayphotoframe,15-09-2023,AppOfTools,Photography,50K+,https://play.google.com/store/apps/datasafety?id=com.appoftools.birthdayphotoframe,https://birthdayprivacypolicy.blogspot.com/2023/08/birthday-privacy-policy.html
469,camart - cartoon photo,pixelab.camart.cartoon,15-09-2023,Pixelab,Photography,5M+,https://play.google.com/store/apps/datasafety?id=pixelab.camart.cartoon,http://www.isystemgroup.org/pixelab_policy.html
470,Graduation Photo Frames Editor,com.amosstudio.graduation.frames.photoeditor,15-09-2023,AmosStudio,Photography,10K+,https://play.google.com/store/apps/datasafety?id=com.amosstudio.graduation.frames.photoeditor,https://sites.google.com/view/amosstudiopriv
471,Bottle Photo Frames,com.appboxitsol.bottlephotoframes,15-09-2023,App Box pvt ltd,Photography,1K+,https://play.google.com/store/apps/datasafety?id=com.appboxitsol.bottlephotoframes,https://appbites.in/privacy_policy.html
472,Square InPic - Photo Editor & ,com.studio8apps.instasizenocrop,15-09-2023,Studio 8 Apps,Photography,50M+,https://play.google.com/store/apps/datasafety?id=com.studio8apps.instasizenocrop,http://www.studio8apps.com/privacy-policy/
473,Laser Eyes Photo Editor,com.amosstudio.laser.eyes.photoeditor,15-09-2023,AmosStudio,Photography,5K+,https://play.google.com/store/apps/datasafety?id=com.amosstudio.laser.eyes.photoeditor,https://sites.google.com/view/amosstudiopriv
474,Vimbam Photography,in.photomall.app.vimbamphotography,15-09-2023,Photomall,Photography,100+,https://play.google.com/store/apps/datasafety?id=in.photomall.app.vimbamphotography,https://photomall.in/en/privacy-policy
475,"Beauty Camera V Camera, Editor",com.xvideostudio.vcamera,15-09-2023,Face play Photo Editor & Maker,Photography,5M+,https://play.google.com/store/apps/datasafety?id=com.xvideostudio.vcamera,http://file.enjoy-global.com/privacy/VCamera_Privacy_Policy.html
476,Snapchat,com.snapchat.android,15-09-2023,Snap Inc,Communication,1B+,https://play.google.com/store/apps/datasafety?id=com.snapchat.android,http://www.snapchat.com/privacy
477,Google Chrome: Fast & Secure,com.android.chrome,15-09-2023,Google LLC,Communication,10B+,https://play.google.com/store/apps/datasafety?id=com.android.chrome,https://policies.google.com/privacy
478,KUNI Cam,com.ginnypix.kuni,15-09-2023,GinnyPix,Photography,1M+,https://play.google.com/store/apps/datasafety?id=com.ginnypix.kuni,https://www.ginnypix.com/privacy.html
479,StoryArt - Insta story maker,com.ryzenrise.storyart,15-09-2023,ryzenrise,Photography,10M+,https://play.google.com/store/apps/datasafety?id=com.ryzenrise.storyart,https://www.wisharcbuilder.com/privacy.html
480,"UC Browser-Safe, Fast, Private",com.UCMobile.intl,15-09-2023,UCWeb Singapore Pte. Ltd.,Communication,1B+,https://play.google.com/store/apps/datasafety?id=com.UCMobile.intl,https://img.ucweb.com/s/uae/g/3o/ucwebptc/suit_bu1_uc202007241608_71682_04.html
481,Makeup Camera - Beauty Editor,photo.beautycamera.selfie.prettycamera,15-09-2023,Photo Editor Perfect Corp.,Photography,10M+,https://play.google.com/store/apps/datasafety?id=photo.beautycamera.selfie.prettycamera,http://prettycamera.photoeditorperfect.top/PrivacyPolicy/
482,Background remover - remove.bg,bg.remove.android,15-09-2023,Kaleido AI,Photography,10M+,https://play.google.com/store/apps/datasafety?id=bg.remove.android,https://www.remove.bg/privacy
483,DSLR Camera Blur Effects,com.coolapps.dslrcamera,15-09-2023,Photo Cool Apps,Photography,5M+,https://play.google.com/store/apps/datasafety?id=com.coolapps.dslrcamera,https://photocoolapps.wordpress.com
484,Psiphon Pro,com.psiphon3.subscription,15-09-2023,Psiphon Inc.,Communication,100M+,https://play.google.com/store/apps/datasafety?id=com.psiphon3.subscription,https://psiphon.ca/en/privacy.html
485,Download Images,com.clp.imagedown,15-09-2023,CLP,Photography,1M+,https://play.google.com/store/apps/datasafety?id=com.clp.imagedown,http://myappterms.com/reader.php?lang=en
486,Retro Cam: Vintage Camera Filt,photoeditor.oldfilter.retroeffect.vintagecamera,15-09-2023,Selfie Photo Editor & Vintage Filters,Photography,1M+,https://play.google.com/store/apps/datasafety?id=photoeditor.oldfilter.retroeffect.vintagecamera,http://braincake.net/pixl_privacy.html
487,2ndLine - Second Phone Number,com.enflick.android.tn2ndLine,15-09-2023,"TextNow, Inc.",Communication,10M+,https://play.google.com/store/apps/datasafety?id=com.enflick.android.tn2ndLine,https://www.2ndline.co/privacy
488,Samsung Internet Browser,com.sec.android.app.sbrowser,15-09-2023,"Samsung Electronics Co.,  Ltd.",Communication,1B+,https://play.google.com/store/apps/datasafety?id=com.sec.android.app.sbrowser,http://www.samsung.com/us/common/privacy.html
489,ShotOn Stamp Camera,com.shotonwatermarkstamp.autoaddshotonforcameraphotos,15-09-2023,Susamp Apps,Photography,500K+,https://play.google.com/store/apps/datasafety?id=com.shotonwatermarkstamp.autoaddshotonforcameraphotos,https://sites.google.com/view/susampapps
490,Skype,com.skype.raider,15-09-2023,Skype,Communication,1B+,https://play.google.com/store/apps/datasafety?id=com.skype.raider,http://www.skype.com/go/privacy
491,Collage Maker | Photo Editor,photoeditor.layout.collagemaker,15-09-2023,Photo Editor & Collage Maker,Photography,100M+,https://play.google.com/store/apps/datasafety?id=photoeditor.layout.collagemaker,https://photoeditorapps.com/website/policy2.html
492,Puffin Cloud Browser,com.cloudmosa.puffinFree,15-09-2023,CloudMosa Inc,Tools,50M+,https://play.google.com/store/apps/datasafety?id=com.cloudmosa.puffinFree,https://www.puffin.com/privacy/android/
493,Bang Browser-All Video downloa,com.tencent.bang,15-09-2023,Tencent Technology (Shenzhen) Company Ltd.,Communication,100K+,https://play.google.com/store/apps/datasafety?id=com.tencent.bang,https://www.tencent.com/en-us/privacy-policy.html
494,Vaulty : Hide Pictures Videos,com.theronrogers.vaultyfree,15-09-2023,Squid Tooth LLC,Photography,10M+,https://play.google.com/store/apps/datasafety?id=com.theronrogers.vaultyfree,http://vaultyapp.com/privacy-policy/
495,LINE: Calls & Messages,jp.naver.line.android,15-09-2023,LINE (LY Corporation),Communication,500M+,https://play.google.com/store/apps/datasafety?id=jp.naver.line.android,https://terms.line.me/line_rules/
496,Frameo: Share to photo frames,net.frameo.app,15-09-2023,Frameo,Photography,1M+,https://play.google.com/store/apps/datasafety?id=net.frameo.app,http://privacy.frameo.net
497,QQ,com.tencent.mobileqq,15-09-2023,Tencent Technology (Shenzhen) Company Ltd.,Communication,10M+,https://play.google.com/store/apps/datasafety?id=com.tencent.mobileqq,http://www.qq.com/privacy.htm
498,Tezza: Aesthetic Editor,org.tezza,15-09-2023,Tezza,Photography,5M+,https://play.google.com/store/apps/datasafety?id=org.tezza,https://www.shoptezza.com/pages/tezza-app-privacy-policy
499,"MOLDIV - Photo Editor, Collage",com.jellybus.Moldiv,15-09-2023,JellyBus Inc.,Photography,10M+,https://play.google.com/store/apps/datasafety?id=com.jellybus.Moldiv,http://www.jellybus.com/policy/privacy_moldiv.html
500,WAMR: Undelete messages!,com.drilens.wamr,15-09-2023,drilens,Communication,50M+,https://play.google.com/store/apps/datasafety?id=com.drilens.wamr,https://sites.google.com/view/wamr/home/privacy
